branch,stage,sha256,scope,region,mode,dx,dy,ncc,mae,ssim,lpips,highpass_mae
P03-r2,5,9a9d737d3bae43a46d9ef381cbe50c7cb1d55bc56926f187774110ac286f8cdb,face,whole_roi,6,10,40,0.7236490249633789,0.12370765954256058,0.42980870604515076,0.3054148256778717,
P03-r2,6,ddfb55bb6a6b9a1951a269da1808a46f9cd502b531a0a1228a1da18619a3d6c6,face,whole_roi,fixed,0,0,,0.19174440205097198,0.32239654660224915,0.505614161491394,
P03-r2,6,ddfb55bb6a6b9a1951a269da1808a46f9cd502b531a0a1228a1da18619a3d6c6,face,whole_roi,1,8,39,0.6515951752662659,0.12430159002542496,0.4194035828113556,0.31006914377212524,
P03-r2,6,ddfb55bb6a6b9a1951a269da1808a46f9cd502b531a0a1228a1da18619a3d6c6,face,whole_roi,3,9,39,0.6879391670227051,0.12411917001008987,0.4156179428100586,0.31191298365592957,
P03-r2,6,ddfb55bb6a6b9a1951a269da1808a46f9cd502b531a0a1228a1da18619a3d6c6,face,whole_roi,6,10,40,0.7235873341560364,0.12471112608909607,0.421176940202713,0.3152867555618286,
P03-r2,7,ccde15a1bc297801fedd9ac3bb092b8fe458fe908f6f4457ac951be56d7219af,face,whole_roi,fixed,0,0,,0.19085060060024261,0.3148510456085205,0.5105254650115967,
P03-r2,7,ccde15a1bc297801fedd9ac3bb092b8fe458fe908f6f4457ac951be56d7219af,face,whole_roi,1,8,38,0.6500161290168762,0.12462322413921356,0.41204747557640076,0.32216551899909973,
P03-r2,7,ccde15a1bc297801fedd9ac3bb092b8fe458fe908f6f4457ac951be56d7219af,face,whole_roi,3,9,39,0.6874657869338989,0.12486621737480164,0.40218472480773926,0.3260265290737152,
P03-r2,7,ccde15a1bc297801fedd9ac3bb092b8fe458fe908f6f4457ac951be56d7219af,face,whole_roi,6,10,40,0.7238985300064087,0.12538765370845795,0.40761494636535645,0.33243393898010254,
P03-r2,8,66ac9dbeb63fd504dbbaa0624aa44abcd752e6c83dd26657ab21545472f9e7ff,face,whole_roi,fixed,0,0,,0.19178110361099243,0.3048759996891022,0.5150160789489746,
P03-r2,8,66ac9dbeb63fd504dbbaa0624aa44abcd752e6c83dd26657ab21545472f9e7ff,face,whole_roi,1,9,39,0.6605772376060486,0.12381888926029205,0.39208880066871643,0.32382121682167053,
P03-r2,8,66ac9dbeb63fd504dbbaa0624aa44abcd752e6c83dd26657ab21545472f9e7ff,face,whole_roi,3,9,39,0.6997062563896179,0.12381888926029205,0.39208880066871643,0.32382121682167053,
P03-r2,8,66ac9dbeb63fd504dbbaa0624aa44abcd752e6c83dd26657ab21545472f9e7ff,face,whole_roi,6,10,41,0.7380127310752869,0.12510772049427032,0.38908037543296814,0.3365640342235565,
P03-r2,9,f349713b58fab37e07f2a4bb7605bf96090781563faa4878b872a8816f7d29ba,face,whole_roi,fixed,0,0,,0.19077569246292114,0.29578396677970886,0.5228796601295471,
P03-r2,9,f349713b58fab37e07f2a4bb7605bf96090781563faa4878b872a8816f7d29ba,face,whole_roi,1,8,38,0.6564611196517944,0.12438034266233444,0.3863759934902191,0.3425869643688202,
P03-r2,9,f349713b58fab37e07f2a4bb7605bf96090781563faa4878b872a8816f7d29ba,face,whole_roi,3,9,39,0.697264552116394,0.12464924156665802,0.37647131085395813,0.34759026765823364,
P03-r2,9,f349713b58fab37e07f2a4bb7605bf96090781563faa4878b872a8816f7d29ba,face,whole_roi,6,10,40,0.7365911602973938,0.12509161233901978,0.3795047104358673,0.3542275130748749,
P03-r2,10,4644830c95bc1b8959e2d4711513626bd0d7cc65d2af078554327e59605833cf,face,whole_roi,fixed,0,0,,0.25273093581199646,0.17960941791534424,0.5659546256065369,
P03-r2,10,4644830c95bc1b8959e2d4711513626bd0d7cc65d2af078554327e59605833cf,face,whole_roi,1,4,38,0.6424297094345093,0.2021111398935318,0.2506495714187622,0.39228272438049316,
P03-r2,10,4644830c95bc1b8959e2d4711513626bd0d7cc65d2af078554327e59605833cf,face,whole_roi,3,4,37,0.6686065196990967,0.20252104103565216,0.24914735555648804,0.39421382546424866,
P03-r2,10,4644830c95bc1b8959e2d4711513626bd0d7cc65d2af078554327e59605833cf,face,whole_roi,6,2,37,0.6925996541976929,0.20354695618152618,0.24581241607666016,0.39887022972106934,
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,face,whole_roi,fixed,0,0,,0.01840371824800968,0.8883209228515625,0.031728047877550125,
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,weighted_three_regions,fixed,0,0,,0.015498846468022642,0.846485067012733,,0.012211373796796097
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,forehead,fixed,0,0,,0.015320698730647564,0.8242051601409912,,0.013025902211666107
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_left,fixed,0,0,,0.015051698312163353,0.8879440426826477,,0.011002710089087486
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_right,fixed,0,0,,0.0165246669203043,0.8719620108604431,,0.011180867440998554
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,face,whole_roi,1,0,0,0.9951382875442505,0.01840371824800968,0.8883209228515625,0.031728047877550125,
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,weighted_three_regions,1,0,0,0.9951382875442505,0.015498846468022642,0.846485067012733,,0.012211373796796097
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,forehead,1,0,0,0.9951382875442505,0.015320698730647564,0.8242051601409912,,0.013025902211666107
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_left,1,0,0,0.9951382875442505,0.015051698312163353,0.8879440426826477,,0.011002710089087486
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_right,1,0,0,0.9951382875442505,0.0165246669203043,0.8719620108604431,,0.011180867440998554
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,face,whole_roi,3,0,0,0.998278796672821,0.01840371824800968,0.8883209228515625,0.031728047877550125,
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,weighted_three_regions,3,0,0,0.998278796672821,0.015498846468022642,0.846485067012733,,0.012211373796796097
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,forehead,3,0,0,0.998278796672821,0.015320698730647564,0.8242051601409912,,0.013025902211666107
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_left,3,0,0,0.998278796672821,0.015051698312163353,0.8879440426826477,,0.011002710089087486
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_right,3,0,0,0.998278796672821,0.0165246669203043,0.8719620108604431,,0.011180867440998554
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,face,whole_roi,6,0,0,0.9991633296012878,0.01840371824800968,0.8883209228515625,0.031728047877550125,
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,weighted_three_regions,6,0,0,0.9991633296012878,0.015498846468022642,0.846485067012733,,0.012211373796796097
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,forehead,6,0,0,0.9991633296012878,0.015320698730647564,0.8242051601409912,,0.013025902211666107
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_left,6,0,0,0.9991633296012878,0.015051698312163353,0.8879440426826477,,0.011002710089087486
P04,1,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,skin,cheek_viewer_right,6,0,0,0.9991633296012878,0.0165246669203043,0.8719620108604431,,0.011180867440998554
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,face,whole_roi,fixed,0,0,,0.025968050584197044,0.8348621726036072,0.05477737635374069,
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,weighted_three_regions,fixed,0,0,,0.019340060828801464,0.8244217312317254,,0.013067223216023514
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,forehead,fixed,0,0,,0.01877759024500847,0.8036765456199646,,0.013794433325529099
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_left,fixed,0,0,,0.02113981358706951,0.8600261807441711,,0.012550477869808674
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_right,fixed,0,0,,0.01896592229604721,0.8516037464141846,,0.011514546349644661
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,face,whole_roi,1,0,-1,0.9931927919387817,0.023362623527646065,0.8567665219306946,0.05424788221716881,
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,weighted_three_regions,1,0,-1,0.9931927919387817,0.019138407459592117,0.8130026028332193,,0.013504024484359166
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,forehead,1,0,-1,0.9931927919387817,0.018594637513160706,0.7932541370391846,,0.013928127475082874
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_left,1,0,-1,0.9931927919387817,0.02065134607255459,0.856637179851532,,0.013262646272778511
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_right,1,0,-1,0.9931927919387817,0.019032057374715805,0.8276392817497253,,0.012531034648418427
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,face,whole_roi,3,0,-1,0.9968666434288025,0.023362623527646065,0.8567665219306946,0.05424788221716881,
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,weighted_three_regions,3,0,-1,0.9968666434288025,0.019138407459592117,0.8130026028332193,,0.013504024484359166
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,forehead,3,0,-1,0.9968666434288025,0.018594637513160706,0.7932541370391846,,0.013928127475082874
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_left,3,0,-1,0.9968666434288025,0.02065134607255459,0.856637179851532,,0.013262646272778511
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_right,3,0,-1,0.9968666434288025,0.019032057374715805,0.8276392817497253,,0.012531034648418427
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,face,whole_roi,6,0,-1,0.9980335235595703,0.023362623527646065,0.8567665219306946,0.05424788221716881,
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,weighted_three_regions,6,0,-1,0.9980335235595703,0.019138407459592117,0.8130026028332193,,0.013504024484359166
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,forehead,6,0,-1,0.9980335235595703,0.018594637513160706,0.7932541370391846,,0.013928127475082874
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_left,6,0,-1,0.9980335235595703,0.02065134607255459,0.856637179851532,,0.013262646272778511
P04,2,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,skin,cheek_viewer_right,6,0,-1,0.9980335235595703,0.019032057374715805,0.8276392817497253,,0.012531034648418427
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,face,whole_roi,fixed,0,0,,0.03271098807454109,0.7871373295783997,0.07703612744808197,
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,weighted_three_regions,fixed,0,0,,0.023276816308498382,0.8017262863214574,,0.013638554258162485
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,forehead,fixed,0,0,,0.023042529821395874,0.7829369902610779,,0.014302419498562813
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_left,fixed,0,0,,0.023805201053619385,0.8373343348503113,,0.01322325412184
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_right,fixed,0,0,,0.02336990274488926,0.822468101978302,,0.012157638557255268
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,face,whole_roi,1,0,-1,0.9892287850379944,0.029098980128765106,0.8208720088005066,0.07321377098560333,
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,weighted_three_regions,1,0,-1,0.9892287850379944,0.022955401498166952,0.7936308687111272,,0.013870329299174687
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,forehead,1,0,-1,0.9892287850379944,0.022642815485596657,0.775404691696167,,0.014281938783824444
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_left,1,0,-1,0.9892287850379944,0.023502610623836517,0.8358781933784485,,0.013689111918210983
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_right,1,0,-1,0.9892287850379944,0.02325708232820034,0.8048589825630188,,0.01286632101982832
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,face,whole_roi,3,0,-1,0.9947376847267151,0.029098980128765106,0.8208720088005066,0.07321377098560333,
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,weighted_three_regions,3,0,-1,0.9947376847267151,0.022955401498166952,0.7936308687111272,,0.013870329299174687
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,forehead,3,0,-1,0.9947376847267151,0.022642815485596657,0.775404691696167,,0.014281938783824444
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_left,3,0,-1,0.9947376847267151,0.023502610623836517,0.8358781933784485,,0.013689111918210983
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_right,3,0,-1,0.9947376847267151,0.02325708232820034,0.8048589825630188,,0.01286632101982832
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,face,whole_roi,6,0,-1,0.9965837597846985,0.029098980128765106,0.8208720088005066,0.07321377098560333,
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,weighted_three_regions,6,0,-1,0.9965837597846985,0.022955401498166952,0.7936308687111272,,0.013870329299174687
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,forehead,6,0,-1,0.9965837597846985,0.022642815485596657,0.775404691696167,,0.014281938783824444
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_left,6,0,-1,0.9965837597846985,0.023502610623836517,0.8358781933784485,,0.013689111918210983
P04,3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,skin,cheek_viewer_right,6,0,-1,0.9965837597846985,0.02325708232820034,0.8048589825630188,,0.01286632101982832
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,face,whole_roi,fixed,0,0,,0.05544218793511391,0.71294766664505,0.12006574869155884,
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,weighted_three_regions,fixed,0,0,,0.031390813525547,0.7675790251517782,,0.014702414921758805
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,forehead,fixed,0,0,,0.027316750958561897,0.7509438991546631,,0.015303541906177998
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_left,fixed,0,0,,0.03592782840132713,0.8108553290367126,,0.014208650216460228
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_right,fixed,0,0,,0.03824210539460182,0.7723843455314636,,0.01349387876689434
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,face,whole_roi,1,-1,-2,0.9554542899131775,0.04820133373141289,0.7773118019104004,0.10510864853858948,
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,weighted_three_regions,1,-1,-2,0.9554542899131775,0.030365245456204695,0.7578723795559942,,0.014557677080087802
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,forehead,1,-1,-2,0.9554542899131775,0.026597529649734497,0.7384597659111023,,0.014778327196836472
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_left,1,-1,-2,0.9554542899131775,0.03894249349832535,0.8033318519592285,,0.01457316242158413
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_right,1,-1,-2,0.9554542899131775,0.03177229315042496,0.769298255443573,,0.013892753049731255
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,face,whole_roi,3,-1,-2,0.9633194804191589,0.04820133373141289,0.7773118019104004,0.10510864853858948,
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,weighted_three_regions,3,-1,-2,0.9633194804191589,0.030365245456204695,0.7578723795559942,,0.014557677080087802
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,forehead,3,-1,-2,0.9633194804191589,0.026597529649734497,0.7384597659111023,,0.014778327196836472
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_left,3,-1,-2,0.9633194804191589,0.03894249349832535,0.8033318519592285,,0.01457316242158413
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_right,3,-1,-2,0.9633194804191589,0.03177229315042496,0.769298255443573,,0.013892753049731255
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,face,whole_roi,6,-1,-3,0.9668495059013367,0.051172886043787,0.7440197467803955,0.10925644636154175,
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,weighted_three_regions,6,-1,-3,0.9668495059013367,0.031265667797449756,0.7343382405897886,,0.015704513783840572
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,forehead,6,-1,-3,0.9668495059013367,0.02865840680897236,0.7074368000030518,,0.016400940716266632
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_left,6,-1,-3,0.9668495059013367,0.03786008432507515,0.7944393157958984,,0.01522928848862648
P04,4,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,skin,cheek_viewer_right,6,-1,-3,0.9668495059013367,0.0314980186522007,0.7535126805305481,,0.014195460826158524
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,face,whole_roi,fixed,0,0,,0.13240620493888855,0.4151075780391693,0.34183269739151,
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,weighted_three_regions,fixed,0,0,,0.0810307628705221,0.5604185429248181,,0.018706003030871644
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,forehead,fixed,0,0,,0.09863680601119995,0.5425423979759216,,0.020130572840571404
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_left,fixed,0,0,,0.058451779186725616,0.6113240122795105,,0.017344802618026733
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_right,fixed,0,0,,0.05476676672697067,0.560504674911499,,0.01605691947042942
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,face,whole_roi,1,-1,21,0.9267175793647766,0.06295200437307358,0.7224617004394531,0.15251649916172028,
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,weighted_three_regions,1,-1,21,0.9267175793647766,0.035051135672804185,0.7252335289209566,,0.015935374496175964
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,forehead,1,-1,21,0.9267175793647766,0.03095228783786297,0.7074622511863708,,0.01624344289302826
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_left,1,-1,21,0.9267175793647766,0.043076738715171814,0.762382447719574,,0.01612752489745617
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_right,1,-1,21,0.9267175793647766,0.03805049881339073,0.7408475279808044,,0.014815171249210835
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,face,whole_roi,3,-1,21,0.9360107779502869,0.06295200437307358,0.7224617004394531,0.15251649916172028,
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,weighted_three_regions,3,-1,21,0.9360107779502869,0.035051135672804185,0.7252335289209566,,0.015935374496175964
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,forehead,3,-1,21,0.9360107779502869,0.03095228783786297,0.7074622511863708,,0.01624344289302826
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_left,3,-1,21,0.9360107779502869,0.043076738715171814,0.762382447719574,,0.01612752489745617
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_right,3,-1,21,0.9360107779502869,0.03805049881339073,0.7408475279808044,,0.014815171249210835
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,face,whole_roi,6,-1,20,0.942592203617096,0.06561541557312012,0.6983886361122131,0.1529621183872223,
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,weighted_three_regions,6,-1,20,0.942592203617096,0.035841023886904994,0.7188619207737023,,0.016241509578026392
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,forehead,6,-1,20,0.942592203617096,0.03311491757631302,0.6947121024131775,,0.017112072557210922
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_left,6,-1,20,0.942592203617096,0.04133468121290207,0.7761978507041931,,0.015406590886414051
P04,5,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,skin,cheek_viewer_right,6,-1,20,0.942592203617096,0.03766048327088356,0.732172429561615,,0.014626105315983295
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,face,whole_roi,fixed,0,0,,0.13438569009304047,0.4023829996585846,0.3525209426879883,
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,weighted_three_regions,fixed,0,0,,0.08738543610800716,0.5387915015407784,,0.019693759405875907
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,forehead,fixed,0,0,,0.10651805996894836,0.5176070332527161,,0.021290205419063568
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,cheek_viewer_left,fixed,0,0,,0.06039441004395485,0.597356379032135,,0.01824275217950344
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,cheek_viewer_right,fixed,0,0,,0.06160520017147064,0.5409262180328369,,0.01664133369922638
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,face,whole_roi,1,-1,21,0.9235070943832397,0.0668826773762703,0.6964426040649414,0.16892492771148682,
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,weighted_three_regions,1,-1,21,0.9235070943832397,0.04068127771949067,0.7021230996310056,,0.016489399689085343
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,forehead,1,-1,21,0.9235070943832397,0.036089569330215454,0.6844403743743896,,0.016625991091132164
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,cheek_viewer_left,1,-1,21,0.9235070943832397,0.04568679258227348,0.7624767422676086,,0.016251498833298683
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,cheek_viewer_right,1,-1,21,0.9235070943832397,0.04852455109357834,0.6906710267066956,,0.0163562074303627
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,face,whole_roi,3,-1,21,0.9337500333786011,0.0668826773762703,0.6964426040649414,0.16892492771148682,
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,weighted_three_regions,3,-1,21,0.9337500333786011,0.04068127771949067,0.7021230996310056,,0.016489399689085343
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,forehead,3,-1,21,0.9337500333786011,0.036089569330215454,0.6844403743743896,,0.016625991091132164
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,cheek_viewer_left,3,-1,21,0.9337500333786011,0.04568679258227348,0.7624767422676086,,0.016251498833298683
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,cheek_viewer_right,3,-1,21,0.9337500333786011,0.04852455109357834,0.6906710267066956,,0.0163562074303627
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,face,whole_roi,6,-1,20,0.9407823085784912,0.06884182244539261,0.6803510189056396,0.17003434896469116,
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,weighted_three_regions,6,-1,20,0.9407823085784912,0.041398308728547654,0.6916046496276017,,0.016832392401993274
P04,6,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,skin,forehead,6,-1,20,0.9407823085784912,0.0381348691880703,0.6694737076759338,,0.017262089997529984
