id,person,order,repeat,stage,added,completed_set,basis,scope,region,mode,mae,ssim,lpips,highpass_mae
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_right,fixed,0.016681985929608345,0.8618935942649841,,0.011766982264816761
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,face,whole_roi,1,0.01930932328104973,0.8783731460571289,0.031633395701646805,
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,weighted_three_regions,1,0.016639765715453683,0.8270705726048718,,0.013411621108832882
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,forehead,1,0.016123365610837936,0.8071489334106445,,0.013603105209767818
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_left,1,0.01723983883857727,0.8905810713768005,,0.013184646144509315
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_right,1,0.017653442919254303,0.8355844616889954,,0.013040208257734776
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,face,whole_roi,3,0.01930932328104973,0.8783731460571289,0.031633395701646805,
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,weighted_three_regions,3,0.016639765715453683,0.8270705726048718,,0.013411621108832882
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,forehead,3,0.016123365610837936,0.8071489334106445,,0.013603105209767818
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_left,3,0.01723983883857727,0.8905810713768005,,0.013184646144509315
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_right,3,0.017653442919254303,0.8355844616889954,,0.013040208257734776
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,face,whole_roi,6,0.01930932328104973,0.8783731460571289,0.031633395701646805,
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,weighted_three_regions,6,0.016639765715453683,0.8270705726048718,,0.013411621108832882
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,forehead,6,0.016123365610837936,0.8071489334106445,,0.013603105209767818
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_left,6,0.01723983883857727,0.8905810713768005,,0.013184646144509315
P06-SBP-r1-s1,P06,SBP,1,1,S,S,previous,skin,cheek_viewer_right,6,0.017653442919254303,0.8355844616889954,,0.013040208257734776
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,face,whole_roi,fixed,0.0215656328946352,0.889484703540802,0.03225480020046234,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,weighted_three_regions,fixed,0.013747837175341213,0.8907357611154255,,0.009470659527270234
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,forehead,fixed,0.012346627190709114,0.8854431509971619,,0.009254349395632744
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_left,fixed,0.012708332389593124,0.8960517048835754,,0.009547596797347069
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_right,fixed,0.019925111904740334,0.9083544611930847,,0.010186859406530857
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,face,whole_roi,1,0.023275043815374374,0.8579543232917786,0.03680948168039322,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,weighted_three_regions,1,0.01565888080307666,0.8439551591873169,,0.011588092674227321
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,forehead,1,0.014589644968509674,0.8263630867004395,,0.011872530914843082
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_left,1,0.01381127443164587,0.8726446032524109,,0.010659304447472095
