id,order,repeat,stage,added,completed_set,basis,scope,region,mode,mae,ssim,lpips,highpass_mae
BSP-r1-s1,BSP,1,1,B,B,previous,skin,weighted_three_regions,1,0.056940214993322594,0.8302397296604593,,0.012964039799921653
BSP-r1-s1,BSP,1,1,B,B,previous,skin,forehead,1,0.05687898397445679,0.8040764927864075,,0.014091486111283302
BSP-r1-s1,BSP,1,1,B,B,previous,skin,cheek_viewer_left,1,0.07041532546281815,0.8654828667640686,,0.012011753395199776
BSP-r1-s1,BSP,1,1,B,B,previous,skin,cheek_viewer_right,1,0.041960399597883224,0.8756672739982605,,0.01072684396058321
BSP-r1-s1,BSP,1,1,B,B,previous,face,whole_roi,3,0.11155339330434799,0.8445107340812683,0.08258889615535736,
BSP-r1-s1,BSP,1,1,B,B,previous,skin,weighted_three_regions,3,0.056940214993322594,0.8302397296604593,,0.012964039799921653
BSP-r1-s1,BSP,1,1,B,B,previous,skin,forehead,3,0.05687898397445679,0.8040764927864075,,0.014091486111283302
BSP-r1-s1,BSP,1,1,B,B,previous,skin,cheek_viewer_left,3,0.07041532546281815,0.8654828667640686,,0.012011753395199776
BSP-r1-s1,BSP,1,1,B,B,previous,skin,cheek_viewer_right,3,0.041960399597883224,0.8756672739982605,,0.01072684396058321
BSP-r1-s1,BSP,1,1,B,B,previous,face,whole_roi,6,0.11155339330434799,0.8445107340812683,0.08258889615535736,
BSP-r1-s1,BSP,1,1,B,B,previous,skin,weighted_three_regions,6,0.056940214993322594,0.8302397296604593,,0.012964039799921653
BSP-r1-s1,BSP,1,1,B,B,previous,skin,forehead,6,0.05687898397445679,0.8040764927864075,,0.014091486111283302
BSP-r1-s1,BSP,1,1,B,B,previous,skin,cheek_viewer_left,6,0.07041532546281815,0.8654828667640686,,0.012011753395199776
BSP-r1-s1,BSP,1,1,B,B,previous,skin,cheek_viewer_right,6,0.041960399597883224,0.8756672739982605,,0.01072684396058321
BPS-r1-s1,BPS,1,1,B,B,original,face,whole_roi,fixed,0.10270288586616516,0.868079423904419,0.08360645920038223,
BPS-r1-s1,BPS,1,1,B,B,original,skin,weighted_three_regions,fixed,0.03806978038566954,0.8466929551009293,,0.01180859874933958
BPS-r1-s1,BPS,1,1,B,B,original,skin,forehead,fixed,0.03777989745140076,0.8257191181182861,,0.012477178126573563
BPS-r1-s1,BPS,1,1,B,B,original,skin,cheek_viewer_left,fixed,0.04668447747826576,0.8800148367881775,,0.011251429095864296
BPS-r1-s1,BPS,1,1,B,B,original,skin,cheek_viewer_right,fixed,0.02922891452908516,0.8772611021995544,,0.010473452508449554
BPS-r1-s1,BPS,1,1,B,B,original,face,whole_roi,1,0.10270288586616516,0.868079423904419,0.08360645920038223,
BPS-r1-s1,BPS,1,1,B,B,original,skin,weighted_three_regions,1,0.03806978038566954,0.8466929551009293,,0.01180859874933958
BPS-r1-s1,BPS,1,1,B,B,original,skin,forehead,1,0.03777989745140076,0.8257191181182861,,0.012477178126573563
BPS-r1-s1,BPS,1,1,B,B,original,skin,cheek_viewer_left,1,0.04668447747826576,0.8800148367881775,,0.011251429095864296
BPS-r1-s1,BPS,1,1,B,B,original,skin,cheek_viewer_right,1,0.02922891452908516,0.8772611021995544,,0.010473452508449554
BPS-r1-s1,BPS,1,1,B,B,original,face,whole_roi,3,0.10270288586616516,0.868079423904419,0.08360645920038223,
BPS-r1-s1,BPS,1,1,B,B,original,skin,weighted_three_regions,3,0.03806978038566954,0.8466929551009293,,0.01180859874933958
BPS-r1-s1,BPS,1,1,B,B,original,skin,forehead,3,0.03777989745140076,0.8257191181182861,,0.012477178126573563
BPS-r1-s1,BPS,1,1,B,B,original,skin,cheek_viewer_left,3,0.04668447747826576,0.8800148367881775,,0.011251429095864296
BPS-r1-s1,BPS,1,1,B,B,original,skin,cheek_viewer_right,3,0.02922891452908516,0.8772611021995544,,0.010473452508449554
BPS-r1-s1,BPS,1,1,B,B,original,face,whole_roi,6,0.10796916484832764,0.7940762639045715,0.09485199302434921,
